398, -0.6970
420, -0.4360
440, -0.3140
459, -0.1460
479, -0.0170
501,  0.0000
520, -0.1510
539, -0.3560
560, -0.7490
579, -1.2200
599, -1.7550
619, -2.3120
640, -3.0930
659, -3.7430
681, -4.5030
700, -5.1470
720, -5.6570
