390,2.85E-05,2.08E-05,1.46E-05
391,2.67E-05,2.89E-05,1.78E-05
392,2.19E-05,2.86E-05,2.01E-05
393,1.78E-05,2.16E-05,2.04E-05
394,1.62E-05,1.57E-05,1.83E-05
395,1.58E-05,1.45E-05,1.59E-05
396,1.53E-05,1.60E-05,1.48E-05
397,1.19E-05,1.83E-05,1.39E-05
398,7.18E-06,1.96E-05,1.41E-05
399,6.80E-06,1.85E-05,1.64E-05
400,7.98E-06,1.52E-05,1.89E-05
401,9.01E-06,1.44E-05,2.05E-05
402,7.07E-06,1.71E-05,2.15E-05
403,4.69E-06,1.99E-05,2.24E-05
404,7.31E-06,1.84E-05,2.39E-05
405,1.28E-05,1.55E-05,2.61E-05
406,1.69E-05,1.56E-05,2.84E-05
407,1.94E-05,1.95E-05,3.04E-05
408,1.92E-05,2.22E-05,3.22E-05
409,1.80E-05,1.92E-05,3.38E-05
410,1.60E-05,1.38E-05,3.42E-05
411,1.64E-05,1.26E-05,3.23E-05
412,1.70E-05,1.49E-05,3.05E-05
413,1.80E-05,1.58E-05,3.25E-05
414,1.80E-05,1.51E-05,4.04E-05
415,1.69E-05,1.56E-05,5.22E-05
416,1.41E-05,1.88E-05,6.42E-05
417,1.15E-05,2.30E-05,7.78E-05
418,1.14E-05,2.68E-05,9.30E-05
419,1.27E-05,2.82E-05,0.0001129
420,1.45E-05,2.64E-05,0.00014225
421,1.54E-05,2.14E-05,0.00018314
422,1.42E-05,1.53E-05,0.00023295
423,1.02E-05,1.06E-05,0.00028899
424,7.02E-06,8.61E-06,0.00035682
425,7.67E-06,1.15E-05,0.00044505
426,1.16E-05,1.84E-05,0.00055802
427,1.45E-05,2.24E-05,0.00069279
428,1.24E-05,2.03E-05,0.00084956
429,9.81E-06,1.67E-05,0.0010396
430,9.18E-06,1.40E-05,0.0012554
431,1.09E-05,1.42E-05,0.0015091
432,8.88E-06,1.36E-05,0.0018131
433,7.39E-06,1.37E-05,0.0021741
434,8.13E-06,1.68E-05,0.0025894
435,1.11E-05,2.21E-05,0.0030681
436,1.83E-05,2.68E-05,0.0036073
437,1.97E-05,2.67E-05,0.0042115
438,1.68E-05,2.19E-05,0.0048873
439,1.24E-05,1.51E-05,0.0056289
440,7.28E-06,9.85E-06,0.0064327
441,6.55E-06,8.30E-06,0.0073166
442,7.24E-06,6.90E-06,0.0082913
443,8.75E-06,1.02E-05,0.0093092
444,1.24E-05,1.60E-05,0.010409
445,1.43E-05,2.26E-05,0.01151
446,9.87E-06,2.46E-05,0.012603
447,4.65E-06,2.26E-05,0.013652
448,3.92E-06,2.02E-05,0.014614
449,9.99E-06,1.83E-05,0.015519
450,2.17E-05,1.82E-05,0.016293
