718,1.05E-05,3.69E-07,2.13E-07,,,
719,9.36E-06,1.70E-07,2.38E-07,,,
720,6.32E-06,-3.40E-09,2.10E-07,,,
721,3.85E-06,-6.02E-08,1.21E-07,,,
722,3.05E-06,1.73E-08,-6.40E-09,,,
723,3.33E-06,1.61E-07,-8.87E-08,,,
724,3.97E-06,2.93E-07,-8.96E-08,,,
725,4.32E-06,3.34E-07,4.84E-08,,,
726,4.26E-06,2.98E-07,2.68E-07,,,
727,3.91E-06,2.31E-07,4.54E-07,,,
728,3.32E-06,1.74E-07,4.94E-07,,,
729,2.62E-06,1.51E-07,3.63E-07,,,
730,1.95E-06,1.40E-07,1.51E-07,,,
731,1.40E-06,1.11E-07,-4.82E-08,,,
732,1.09E-06,4.54E-08,-8.76E-08,,,
733,9.99E-07,-2.92E-08,-0.000000101,,,
734,1.01E-06,-7.64E-08,-0.000000105,,,
735,1.04E-06,-5.66E-08,-8.79E-08,,,
736,1.04E-06,3.00E-08,-6.65E-08,,,
737,1.05E-06,1.42E-07,-3.23E-08,,,
738,1.08E-06,2.25E-07,-2.94E-09,,,
739,1.11E-06,2.02E-07,7.85E-08,,,
740,1.15E-06,1.19E-07,1.93E-07,,,
741,1.13E-06,2.14E-08,2.82E-07,,,
742,1.00E-06,-5.22E-08,2.86E-07,,,
743,7.85E-07,-5.42E-08,2.01E-07,,,
744,5.89E-07,-0.000000023,8.50E-08,,,
745,5.40E-07,1.25E-08,-3.20E-10,,,
746,7.22E-07,1.07E-07,-7.80E-09,,,
747,1.02E-06,1.97E-07,3.44E-08,,,
748,1.26E-06,2.45E-07,7.50E-08,,,
749,1.26E-06,2.10E-07,6.00E-08,,,
750,1.01E-06,9.90E-08,-1.20E-08,,,
751,6.89E-07,-2.70E-08,-9.26E-08,,,
752,4.97E-07,-1.08E-07,-1.31E-07,,,
753,5.67E-07,-9.43E-08,-8.83E-08,,,
754,7.98E-07,-2.20E-08,1.22E-08,,,
755,1.03E-06,7.42E-08,1.33E-07,,,
756,1.11E-06,1.39E-07,2.31E-07,,,
757,1.04E-06,1.70E-07,2.94E-07,,,
758,9.07E-07,1.73E-07,3.14E-07,,,
759,8.35E-07,1.45E-07,2.70E-07,,,
760,8.84E-07,8.57E-08,1.58E-07,,,
761,1.04E-06,1.76E-08,3.98E-08,,,
762,1.23E-06,-4.06E-08,-1.92E-08,,,
763,1.45E-06,-4.97E-08,3.13E-08,,,
764,1.61E-06,-3.22E-08,1.69E-07,,,
765,1.66E-06,-1.25E-08,3.20E-07,,,
766,1.51E-06,5.61E-08,4.00E-07,,,
767,1.19E-06,1.57E-07,3.65E-07,,,
768,7.91E-07,2.45E-07,2.87E-07,,,
769,4.95E-07,2.78E-07,2.35E-07,,,
770,4.01E-07,2.21E-07,2.60E-07,,,
771,4.73E-07,1.14E-07,3.46E-07,,,
772,6.19E-07,1.89E-08,4.51E-07,,,
773,7.45E-07,-5.00E-09,5.36E-07,,,
774,8.18E-07,4.52E-08,5.69E-07,,,
775,8.55E-07,1.13E-07,5.28E-07,,,
776,8.78E-07,1.37E-07,3.94E-07,,,
777,9.01E-07,8.77E-08,1.78E-07,,,
778,9.09E-07,1.00E-09,-2.27E-08,,,
779,9.01E-07,-7.03E-08,-8.82E-08,,,
780,8.43E-07,-6.78E-08,5.22E-08,,,
